"","g05_01","g05_02","g05_03","g05_04","g05_05","g05_06","g05_07","g05_08","g05_09","g05_10","g05_11","g05_12","g05_13","g05_14","g05_15","g05_16","g05_17","g05_18","g05_19","g05_20","g05_21","g05_22","g05_23","g05_24","g05_25","g05_26","g05_27","g05_28","g05_29","g05_30","g05_31","g05_32","g05_33","g05_34","g05_35","g05_36","g05_37","g05_38","g05_39","g05_40","g05_41","g05_42","g05_43","g05_44","g05_45","g05_46","g05_47","g05_48","g05_49","g05_50","g05_51","g05_52","g05_53","g05_54","g05_55","g05_56","g05_57","g05_58","g05_59","g05_60","g05_61","g05_62","g05_63","g05_64","g05_65","g05_66","g05_67","g05_68","g05_69","g05_70","g05_71","g05_72","g05_73","g05_74","g05_75","g05_76","g05_77","g05_78","g05_79","g05_80","g05_81","g05_82","g05_83","g05_84","g05_85"
"906334","hors","cow","sheep","goat","eleph","giraff","dog","cat","lion","squirrel","rabbit","coon","skunk","","","","","","","","lion","fox","coyot","deer","antelop","eleph","","","","","","","","","","","","","","","gazel","warthog","pig","cow","sheep","mule","","","","","","","","","","","","","","","donkei","polarbear","blackbear","","","","","","","","","","","","","","","","","","","","","",""
"907362","cat","dog","cow","hors","deer","pig","eleph","giraff","bear","fox","raccoon","","","","","","","","","","squirrel","chipmunk","","","","","","","","","","","","","","","","","","","chimp","monkei","wolf","coyot","","","","","","","","","","","","","","","","","muskrat","beaver","","","","","","","","","","","","","","","","","","","hyena","","","",""
"922167","cow","hors","sheep","dog","cat","llama","camel","eleph","lion","tiger","ox","","","","","","","","","","elk","deer","hors","pig","zebra","","","","","","","","","","","","","","","","gazel","eleph","monkei","whale","","","","","","","","","","","","","","","","","badger","fox","","","","","","","","","","","","","","","","","","","","","","",""
"924367","dog","cat","hors","cow","pig","eleph","buffalo","","","","","","","","","","","","","","sheep","lion","cheetah","wolf","fox","","","","","","","","","","","","","","","","tiger","llama","donkei","hors","mule","","","","","","","","","","","","","","","","rabbit","mous","rat","","","","","","","","","","","","","","","","","","","","","",""
"907755","dog","cat","chicken","mous","bird","squirrel","skunk","raccoon","opossum","kangaroo","llama","pig","","","","","","","","","hors","cow","cheetah","lion","leopard","","","","","","","","","","","","","","","","mole","rabbit","","","","","","","","","","","","","","","","","","","human","chipmunk","squirrel","alpaca","","","","","","","","","","","","","","","","","camel","","","",""
"922792","cow","hors","sheep","pig","chicken","turkei","duck","goos","llama","donkei","burro","eleph","giraff","parrot","","","","","","","robin","bluebird","dove","dog","cat","kitten","tiger","lion","cheetah","","","","","","","","","","","","bear","raccoon","opossum","","","","","","","","","","","","","","","","","","rabbit","gopher","rat","mous","mole","bull","weasel","mink","","","","","","","","","","","","","","","","",""
"925995","cat","dog","mink","llama","cow","hors","kitten","chinchilla","gerbil","","","","","","","","","","","","eleph","lion","tiger","rat","mous","gazel","cheetah","","","","","","","","","","","","","","pig","donkei","mule","chicken","duck","goos","","","","","","","","","","","","","","","pig","","","","","","","","","","","","","","","","","","","","","","","",""
"916065","cat","dog","cow","hors","lion","giraff","skunk","opossum","badger","","","","","","","","","","","","hippo","eleph","","","","","","","","","","","","","","","","","","","tiger","eleph","","","","","","","","","","","","","","","","","","","chimp","monkei","allig","","","","","","","","","","","","","","","","","","","","","",""
"926112","dog","cat","bear","deer","mountainlion","hors","cow","sheep","","","","","","","","","","","","","eleph","zebra","polarbear","grizzlybear","brownbear","blackbear","panda","monkei","","","","","","","","","","","","","gorilla","mountaingoat","","","","","","","","","","","","","","","","","","","rhino","hippo","","","","","","","","","","","","","","","","","","","","","","",""
"916236","cat","dog","hors","pig","cow","turtl","lizard","iguana","","","","","","","","","","","","","eleph","lion","camel","tiger","zebra","gazel","","","","","","","","","","","","","","","chicken","bear","polarbear","","","","","","","","","","","","","","","","","","panda","monkei","","","","","","","","","","","","","","","","","","","","","","",""
"926884","zebra","cow","pig","chicken","hors","cat","dog","emu","bear","elk","fawn","","","","","","","","","","fox","raccoon","cougar","squirrel","mountainlion","","","","","","","","","","","","","","","","bug","","","","","","","","","","","","","","","","","","","","hippo","eleph","rhino","","","","","","","","","","","","","","","","","","","","","",""
"914354","pig","cow","chicken","zebra","hors","zebra","","","","","","","","","","","","","","","fish","eleph","","","","","","","","","","","","","","","","","","","tiger","somepeopl","","","","","","","","","","","","","","","","","","","snak","","","","","","","","","","","","","","","","","","","","","","","",""
"906906","cat","dog","hors","cow","goat","sheep","chicken","bird","eleph","lion","tiger","","","","","","","","","","mous","rat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lion","bear","deer","antelop","zebra","","","","","","","","","","","","","","","","","","","",""
"924278","aardvark","bear","cat","dog","eleph","giraff","","","","","","","","","","","","","","","ibi","bird","jaguar","kangaroo","leopard","","","","","","","","","","","","","","","","monkei","","whale","octopus","opossum","rooster","","","","","","","","","","","","","","","snak","tiger","","","","","","","","","","","","","","","","","","","","","","",""
"906396","fox","fish","deer","loon","lion","tiger","","","","","","","","","","","","","","","eleph","squirrel","chipmunk","raccoon","goos","","","","","","","","","","","","","","","","bird","eagl","crow","","","","","","","","","","","","","","","","","","wolf","coyot","fisher","mink","","","","","","","","","","","","","","","","","","","","",""
"905645","cow","hors","pig","dog","cat","mous","tiger","eleph","lion","monkei","kangaroo","","","","","","","","","","marsupi","chicken","pig","hors","","","","","","","","","","","","","","","","","giraff","","","","","","","","","","","","","","","","","","","","deer","elk","bear","opossum","squirrel","skunk","","","","","","","","","","","","","","","","","","",""
"911096","aardvark","bear","koala","deer","moos","elk","zebra","llama","ocelot","","","","","","","","","","","","steer","","","","","","","","","","","","","","","","","","","","elk","goat","lion","mous","","","","","","","","","","","","","","","","","koala","moos","mule","donkei","","","","","","","","","","","","","","","","","","","","",""
"932637","cat","squirrel","dog","lion","giraff","bear","hyena","","","","","","","","","","","","","","rabbit","coyot","donkei","hors","mule","","","","","","","","","","","","","","","","leopard","tiger","ostrich","","","","","","","","","","","","","","","","","","bear","","","","","","","","","","","","","","","","","","","","panda","","","",""
"932885","cat","dog","pig","sheep","hors","cow","eleph","puma","caterpillar","hummingbird","guineapig","","","","","","","","","","parakeet","hamster","","","","","","","","","","","","","","","","","","","allig","crocodil","snak","whale","","","","","","","","","","","","","","","","","mous","rat","","","","","","","","","","","","","","","","","","","","","","",""
"900391","snak","rabbit","squirrel","frog","ant","dog","cat","hors","cow","chicken","duck","sandcran","","","","","","","","","crocodil","bird","eleph","giraff","","","","","","","","","","","","","","","","","pig","panther","tiger","lion","","","","","","","","","","","","","","","","","monkei","bat","","","","","","","","","","","","","","","","","","","","","","",""
"914674","dog","cat","bird","antelop","deer","eleph","zebra","lion","tiger","","","","","","","","","","","","insect","","","","","","","","","","","","","","","","","","","","frog","fish","","","","","","","","","","","","","","","","","","","shark","dolphin","hors","cow","chicken","duck","","","","","","","","","","","","","","","goos","","","",""
"931642","cat","dog","cow","pig","hors","mule","lion","tiger","monkei","zebra","moos","elk","deer","","","","","","","","rhino","hippo","","","","","","","","","","","","","","","","","","","giraff","buffalo","","","","","","","","","","","","","","","","","","","opossum","raccoon","","","","","","","","","","","","","","","","","","","badger","","","",""
"902285","dog","cat","mous","rat","giraff","hyena","eleph","tiger","rhino","parakeet","","","","","","","","","","","fish","monkei","","","","","","","","","","","","","","","","","","","parrot","bird","lion","","","","","","","","","","","","","","","","","","giraff","kangaroo","snak","","","","","","","","","","","","","","","","","","","","","",""
"918298","cat","dog","mous","rabbit","deer","fish","cow","hors","buffalo","antelop","","","","","","","","","","","allig","snak","monkei","ostrich","kangaroo","","","","","","","","","","","","","","","","crocodil","snak","","","","","","","","","","","","","","","","","","","rabbit","bird","squirrel","owl","","","","","","","","","","","","","","","","","","","","",""
"902395","","cat","cow","hors","pig","chicken","goat","sheep","","","","","","","","","","","","","opossum","raccoon","deer","elk","buffalo","eleph","","","","","","","","","","","","","","","zebra","hyena","kangaroo","bear","human","","","","","","","","","","","","","","","","monkei","","","","","","","","","","","","","","","","","","","","","","","",""
"907561","deer","bear","elk","moos","dog","cat","eleph","zebra","lion","giraff","hippo","","","","","","","","","","dolphin","whale","","","","","","","","","","","","","","","","","","","buffalo","elk","moos","","","","","","","","","","","","","","","","","","gopher","chipmunk","squirrel","","","","","","","","","","","","","","","","","","","","","",""
"925836","lion","tiger","jaguar","dog","cat","mountainlion","","","","","","","","","","","","","","","goat","sheep","cattl","","","","","","","","","","","","","","","","","","snak","mous","","","","","","","","","","","","","","","","","","","rat","tiger","","","","","","","","","","","","","","","","","","","","","","",""
"906125","dog","cat","zebra","bird","allig","crocodil","cow","pig","","","","","","","","","","","","","sheep","goat","emu","lamb","rat","mous","mole","rabbit","","","","","","","","","","","","","hors","zebra","donkei","","","","","","","","","","","","","","","","","","eleph","giraff","hippo","","","","","","","","","","","","","","","","","","jaguar","","","",""
"914276","dog","cat","bird","fly","hors","cow","pig","goat","zebra","","","","","","","","","","","","eleph","tiger","donkei","duck","","","","","","","","","","","","","","","","","turkei","chicken","eleph","","","","","","","","","","","","","","","","","","bird","","","","","","","","","","","","","","","","","","","","","","","",""
"930299","dog","cat","frog","toad","turtl","bird","snak","","","","","","","","","","","","","","zebra","eleph","hippo","rhino","kangaroo","wallabi","platypus","","","","","","","","","","","","","","bear","wolverin","tasmanidevil","squirrel","","","","","","","","","","","","","","","","","chipmunk","fisher","groundhog","badger","","","","","","","","","","","","","","","","","","","","",""
"903093","cat","dog","cow","donkei","hors","zebra","lion","tiger","mous","rat","","","","","","","","","","","eleph","camel","rhino","","","","","","","","","","","","","","","","","","eagl","bat","bird","","","","","","","","","","","","","","","","","","donkei","mare","","","","","","","","","","","","","","","","","","","","","","",""
